,UNICAST (2048),UNICAST (34525),UNICAST (2054),BROADCAST (2048),UNICAST (35130),UNICAST (35020),BROADCAST (2054)
2021-05-07 20:56:59.794873,354.0,2483.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.795224,354.0,2484.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.795541,354.0,2485.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.795838,354.0,2486.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.796170,354.0,2487.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.796505,354.0,2488.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.796806,354.0,2489.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.797091,354.0,2490.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.797437,354.0,2491.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.797745,354.0,2492.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.798033,354.0,2493.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.798349,354.0,2494.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.798637,354.0,2495.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.798921,354.0,2496.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.799207,354.0,2497.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.799507,354.0,2498.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.799823,354.0,2499.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.800117,354.0,2500.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.800409,354.0,2501.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.800691,354.0,2502.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.800968,354.0,2503.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.801254,354.0,2504.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.801532,354.0,2505.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.801820,354.0,2506.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.802104,354.0,2507.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.802536,354.0,2508.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.802910,354.0,2509.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.803210,354.0,2510.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.803500,354.0,2511.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.803788,354.0,2512.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.804112,354.0,2513.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.804413,354.0,2514.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.804703,354.0,2515.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.804990,354.0,2516.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.805270,354.0,2517.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.805549,354.0,2518.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.805859,354.0,2519.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.806148,354.0,2520.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.806479,354.0,2521.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.806771,354.0,2522.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.807058,354.0,2523.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.807367,354.0,2524.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.807644,354.0,2525.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.807921,354.0,2526.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.808201,354.0,2527.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.808479,354.0,2528.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.808755,354.0,2529.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.987787,354.0,2530.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.988334,354.0,2531.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.996403,354.0,2532.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.996951,354.0,2533.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:56:59.997845,354.0,2534.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.010352,354.0,2535.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.010750,354.0,2536.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.019767,354.0,2537.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.020840,354.0,2538.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.021861,354.0,2539.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.033852,354.0,2540.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.034677,354.0,2541.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.035707,354.0,2542.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.036797,354.0,2543.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.037945,354.0,2544.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.039208,354.0,2545.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.049582,354.0,2546.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.073927,354.0,2547.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.075514,354.0,2548.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.076742,354.0,2549.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.078052,354.0,2550.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.079055,354.0,2551.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:00.083176,354.0,2552.0,2.0,0.0,0.0,0.0,0.0
2021-05-07 20:57:02.131687,354.0,2552.0,2.0,1.0,0.0,0.0,0.0
2021-05-07 20:57:02.135692,354.0,2552.0,2.0,2.0,0.0,0.0,0.0
2021-05-07 20:57:02.138043,354.0,2552.0,2.0,3.0,0.0,0.0,0.0
2021-05-07 20:57:02.138891,354.0,2552.0,2.0,4.0,0.0,0.0,0.0
2021-05-07 20:57:02.139598,354.0,2552.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.989439,354.0,2553.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.990138,354.0,2554.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.990863,354.0,2555.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.997663,354.0,2556.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.998819,354.0,2557.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:04.999437,354.0,2558.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.003857,354.0,2559.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.052739,354.0,2560.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.053227,354.0,2561.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.053836,354.0,2562.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.054563,354.0,2563.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.055384,354.0,2564.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.061300,354.0,2565.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.074702,354.0,2566.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.075046,354.0,2567.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.083609,354.0,2568.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.084134,354.0,2569.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.086022,354.0,2570.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.123894,354.0,2571.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.124849,354.0,2572.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.125608,354.0,2573.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.128725,354.0,2574.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.133229,354.0,2575.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.254550,354.0,2576.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.254955,355.0,2576.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.255284,355.0,2577.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.255610,355.0,2578.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.255978,355.0,2579.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.256389,356.0,2579.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.256758,357.0,2579.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.257114,357.0,2580.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.265124,357.0,2581.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.265577,357.0,2582.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.266038,357.0,2583.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.266541,357.0,2584.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.266976,357.0,2585.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.267427,357.0,2586.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.271367,358.0,2586.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.272124,359.0,2586.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.272613,359.0,2587.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.273082,359.0,2588.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.273639,360.0,2588.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.274127,361.0,2588.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.274675,362.0,2588.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.275182,363.0,2588.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.275700,363.0,2589.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.276217,363.0,2590.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.276665,363.0,2591.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.331217,363.0,2592.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.333107,363.0,2593.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.335370,363.0,2594.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.337008,363.0,2595.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.337632,363.0,2596.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.338482,363.0,2597.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.339209,363.0,2598.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.339951,363.0,2599.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.340729,363.0,2600.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.341437,363.0,2601.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.342121,363.0,2602.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.342864,363.0,2603.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.343587,363.0,2604.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.344333,363.0,2605.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.345046,363.0,2606.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.345716,363.0,2607.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.346318,363.0,2608.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.346885,363.0,2609.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.347286,363.0,2610.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.347803,363.0,2611.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.348234,363.0,2612.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.348613,363.0,2613.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.349092,363.0,2614.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.349721,363.0,2615.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.350535,363.0,2616.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.351140,363.0,2617.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.351574,363.0,2618.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.352038,363.0,2619.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.352416,363.0,2620.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.352761,363.0,2621.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.353077,363.0,2622.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.353505,363.0,2623.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.353937,363.0,2624.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.354256,363.0,2625.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.354579,363.0,2626.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.354875,363.0,2627.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.355220,363.0,2628.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.355510,363.0,2629.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.355812,363.0,2630.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.356132,363.0,2631.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.356452,363.0,2632.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.356752,363.0,2633.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.357042,363.0,2634.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.357333,363.0,2635.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.357611,363.0,2636.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.357890,363.0,2637.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.358183,363.0,2638.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.358502,363.0,2639.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.358786,363.0,2640.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.359059,363.0,2641.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.359342,363.0,2642.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.359622,363.0,2643.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.359905,363.0,2644.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.360189,363.0,2645.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.360478,363.0,2646.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.360785,363.0,2647.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.361077,363.0,2648.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.361368,363.0,2649.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.361654,363.0,2650.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.361939,363.0,2651.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.362228,363.0,2652.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.362575,363.0,2653.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.362875,363.0,2654.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.363171,363.0,2655.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.363472,363.0,2656.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.363771,363.0,2657.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.364071,363.0,2658.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.364384,363.0,2659.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.364712,363.0,2660.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.365113,363.0,2661.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.365611,363.0,2662.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.366117,363.0,2663.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.366873,363.0,2664.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.367545,363.0,2665.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.368239,363.0,2666.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.368960,363.0,2667.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.369756,363.0,2668.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.370561,363.0,2669.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.371314,363.0,2670.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.372046,363.0,2671.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.372831,363.0,2672.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.373482,363.0,2673.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.374151,363.0,2674.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.374906,363.0,2675.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.375564,363.0,2676.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.376187,363.0,2677.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.376819,363.0,2678.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.377873,364.0,2678.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.378733,365.0,2678.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.379875,366.0,2678.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.380825,367.0,2678.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.381384,367.0,2679.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.382928,368.0,2679.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.384435,369.0,2679.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.384911,369.0,2680.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.385354,369.0,2681.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.385679,369.0,2682.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.386359,369.0,2683.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.386761,369.0,2684.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.387175,369.0,2685.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.387496,369.0,2686.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.387808,369.0,2687.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.388162,369.0,2688.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.388874,369.0,2689.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.389569,369.0,2690.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.390093,369.0,2691.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.390460,369.0,2692.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.390756,369.0,2693.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.391134,369.0,2694.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.391443,369.0,2695.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.391733,369.0,2696.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.392082,369.0,2697.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.392449,369.0,2698.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.393181,369.0,2699.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.393587,369.0,2700.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.393895,369.0,2701.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.394196,369.0,2702.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.394516,369.0,2703.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.394807,369.0,2704.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.395093,369.0,2705.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.395383,369.0,2706.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.395666,369.0,2707.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.395962,369.0,2708.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.396257,369.0,2709.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.396546,369.0,2710.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.396829,369.0,2711.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.397238,369.0,2712.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.397569,369.0,2713.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.397862,369.0,2714.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.398148,369.0,2715.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.398474,369.0,2716.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.398769,369.0,2717.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.399057,369.0,2718.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.399394,369.0,2719.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.399804,369.0,2720.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.400345,369.0,2721.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.400905,369.0,2722.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.401434,369.0,2723.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.402087,369.0,2724.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.402491,369.0,2725.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.402808,369.0,2726.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.403436,369.0,2727.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.403810,369.0,2728.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.404194,369.0,2729.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.404782,369.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.406385,370.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.407145,371.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.408013,372.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.408905,373.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.409910,374.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.410962,375.0,2730.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.411296,375.0,2731.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.411603,375.0,2732.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.411904,375.0,2733.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.412194,375.0,2734.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.412478,375.0,2735.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.412765,375.0,2736.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.413072,375.0,2737.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.413468,375.0,2738.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.413761,375.0,2739.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.414060,375.0,2740.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.414372,375.0,2741.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.414673,375.0,2742.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.420052,375.0,2743.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:05.420719,375.0,2744.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.735108,375.0,2745.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.735976,375.0,2746.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.736754,375.0,2747.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.737473,375.0,2748.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.738201,375.0,2749.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.739121,375.0,2750.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.740030,375.0,2751.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.740870,375.0,2752.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.741593,375.0,2753.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.742241,375.0,2754.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.743143,375.0,2755.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.744033,375.0,2756.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.745145,375.0,2757.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.746031,375.0,2758.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.747008,375.0,2759.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.747895,375.0,2760.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.748847,375.0,2761.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.749776,375.0,2762.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.750644,375.0,2763.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.751449,375.0,2764.0,2.0,5.0,0.0,0.0,0.0
2021-05-07 20:57:09.752288,375.0,2765.0,2.0,5.0,0.0,0.0,0.0
